"","administrative","city","airport","imported","cases","region","population","date","Date"
"6073","District","East District-Chiayi","No","No",0,"South",125297,"2021-04-26",2021-04-26
"6074","District","East District-Chiayi","No","No",0,"South",125297,"2021-04-27",2021-04-27
"6075","District","East District-Chiayi","No","No",0,"South",125297,"2021-04-28",2021-04-28
"6076","District","East District-Chiayi","No","No",0,"South",125297,"2021-04-29",2021-04-29
"6077","District","East District-Chiayi","No","No",0,"South",125297,"2021-04-30",2021-04-30
"6078","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-01",2021-05-01
"6079","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-02",2021-05-02
"6080","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-03",2021-05-03
"6081","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-04",2021-05-04
"6082","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-05",2021-05-05
"6083","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-06",2021-05-06
"6084","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-07",2021-05-07
"6085","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-08",2021-05-08
"6086","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-09",2021-05-09
"6087","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-10",2021-05-10
"6088","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-11",2021-05-11
"6089","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-12",2021-05-12
"6090","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-13",2021-05-13
"6091","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-14",2021-05-14
"6092","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-15",2021-05-15
"6093","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-16",2021-05-16
"6094","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-17",2021-05-17
"6095","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-18",2021-05-18
"6096","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-19",2021-05-19
"6097","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-20",2021-05-20
"6098","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-21",2021-05-21
"6099","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-22",2021-05-22
"6100","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-23",2021-05-23
"6101","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-24",2021-05-24
"6102","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-25",2021-05-25
"6103","District","East District-Chiayi","No","No",3,"South",125297,"2021-05-26",2021-05-26
"6104","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-27",2021-05-27
"6105","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-28",2021-05-28
"6106","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-29",2021-05-29
"6107","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-30",2021-05-30
"6108","District","East District-Chiayi","No","No",0,"South",125297,"2021-05-31",2021-05-31
"6109","District","East District-Chiayi","No","No",0,"South",125297,"2021-06-01",2021-06-01
"6110","District","East District-Chiayi","No","No",0,"South",125297,"2021-06-02",2021-06-02
"6111","District","East District-Chiayi","No","No",0,"South",125297,"2021-06-03",2021-06-03
"6112","District","East District-Chiayi","No","No",0,"South",125297,"2021-06-04",2021-06-04
"6113","District","East District-Chiayi","No","No",0,"South",125297,"2021-06-05",2021-06-05
"6114","District","East District-Chiayi","No","No",1,"South",125297,"2021-06-06",2021-06-06
"6115","District","East District-Chiayi","No","No",0,"South",125297,"2021-06-07",2021-06-07
"6116","District","East District-Chiayi","No","No",0,"South",125297,"2021-06-08",2021-06-08
"6117","District","East District-Chiayi","No","No",0,"South",125297,"2021-06-09",2021-06-09
"6118","District","East District-Chiayi","No","No",0,"South",125297,"2021-06-10",2021-06-10
"6119","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-01",2021-01-01
"6120","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-02",2021-01-02
"6121","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-03",2021-01-03
"6122","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-04",2021-01-04
"6123","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-05",2021-01-05
"6124","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-06",2021-01-06
"6125","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-07",2021-01-07
"6126","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-08",2021-01-08
"6127","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-09",2021-01-09
"6128","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-10",2021-01-10
"6129","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-11",2021-01-11
"6130","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-12",2021-01-12
"6131","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-13",2021-01-13
"6132","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-14",2021-01-14
"6133","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-15",2021-01-15
"6134","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-16",2021-01-16
"6135","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-17",2021-01-17
"6136","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-18",2021-01-18
"6137","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-19",2021-01-19
"6138","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-20",2021-01-20
"6139","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-21",2021-01-21
"6140","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-22",2021-01-22
"6141","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-23",2021-01-23
"6142","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-24",2021-01-24
"6143","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-25",2021-01-25
"6144","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-26",2021-01-26
"6145","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-27",2021-01-27
"6146","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-28",2021-01-28
"6147","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-29",2021-01-29
"6148","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-30",2021-01-30
"6149","District","East District-Hsinchu","No","No",0,"North",218054,"2021-01-31",2021-01-31
"6150","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-01",2021-02-01
"6151","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-02",2021-02-02
"6152","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-03",2021-02-03
"6153","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-04",2021-02-04
"6154","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-05",2021-02-05
"6155","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-06",2021-02-06
"6156","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-07",2021-02-07
"6157","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-08",2021-02-08
"6158","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-09",2021-02-09
"6159","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-10",2021-02-10
"6160","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-11",2021-02-11
"6161","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-12",2021-02-12
"6162","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-13",2021-02-13
"6163","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-14",2021-02-14
"6164","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-15",2021-02-15
"6165","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-16",2021-02-16
"6166","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-17",2021-02-17
"6167","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-18",2021-02-18
"6168","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-19",2021-02-19
"6169","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-20",2021-02-20
"6170","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-21",2021-02-21
"6171","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-22",2021-02-22
"6172","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-23",2021-02-23
"6173","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-24",2021-02-24
"6174","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-25",2021-02-25
"6175","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-26",2021-02-26
"6176","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-27",2021-02-27
"6177","District","East District-Hsinchu","No","No",0,"North",218054,"2021-02-28",2021-02-28
"6178","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-01",2021-03-01
"6179","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-02",2021-03-02
"6180","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-03",2021-03-03
"6181","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-04",2021-03-04
"6182","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-05",2021-03-05
"6183","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-06",2021-03-06
"6184","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-07",2021-03-07
"6185","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-08",2021-03-08
"6186","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-09",2021-03-09
"6187","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-10",2021-03-10
"6188","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-11",2021-03-11
"6189","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-12",2021-03-12
"6190","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-13",2021-03-13
"6191","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-14",2021-03-14
"6192","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-15",2021-03-15
"6193","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-16",2021-03-16
"6194","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-17",2021-03-17
"6195","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-18",2021-03-18
"6196","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-19",2021-03-19
"6197","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-20",2021-03-20
"6198","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-21",2021-03-21
"6199","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-22",2021-03-22
"6200","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-23",2021-03-23
"6201","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-24",2021-03-24
"6202","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-25",2021-03-25
"6203","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-26",2021-03-26
"6204","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-27",2021-03-27
"6205","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-28",2021-03-28
"6206","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-29",2021-03-29
"6207","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-30",2021-03-30
"6208","District","East District-Hsinchu","No","No",0,"North",218054,"2021-03-31",2021-03-31
"6209","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-01",2021-04-01
"6210","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-02",2021-04-02
"6211","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-03",2021-04-03
"6212","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-04",2021-04-04
"6213","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-05",2021-04-05
"6214","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-06",2021-04-06
"6215","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-07",2021-04-07
"6216","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-08",2021-04-08
"6217","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-09",2021-04-09
"6218","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-10",2021-04-10
"6219","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-11",2021-04-11
"6220","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-12",2021-04-12
"6221","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-13",2021-04-13
"6222","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-14",2021-04-14
"6223","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-15",2021-04-15
"6224","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-16",2021-04-16
"6225","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-17",2021-04-17
"6226","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-18",2021-04-18
"6227","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-19",2021-04-19
"6228","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-20",2021-04-20
"6229","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-21",2021-04-21
"6230","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-22",2021-04-22
"6231","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-23",2021-04-23
"6232","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-24",2021-04-24
"6233","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-25",2021-04-25
"6234","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-26",2021-04-26
"6235","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-27",2021-04-27
"6236","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-28",2021-04-28
"6237","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-29",2021-04-29
"6238","District","East District-Hsinchu","No","No",0,"North",218054,"2021-04-30",2021-04-30
"6239","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-01",2021-05-01
"6240","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-02",2021-05-02
"6241","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-03",2021-05-03
"6242","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-04",2021-05-04
"6243","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-05",2021-05-05
"6244","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-06",2021-05-06
"6245","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-07",2021-05-07
"6246","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-08",2021-05-08
"6247","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-09",2021-05-09
"6248","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-10",2021-05-10
"6249","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-11",2021-05-11
"6250","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-12",2021-05-12
"6251","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-13",2021-05-13
"6252","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-14",2021-05-14
"6253","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-15",2021-05-15
"6254","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-16",2021-05-16
"6255","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-17",2021-05-17
"6256","District","East District-Hsinchu","No","No",1,"North",218054,"2021-05-18",2021-05-18
"6257","District","East District-Hsinchu","No","No",1,"North",218054,"2021-05-19",2021-05-19
"6258","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-20",2021-05-20
"6259","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-21",2021-05-21
"6260","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-22",2021-05-22
"6261","District","East District-Hsinchu","No","No",1,"North",218054,"2021-05-23",2021-05-23
"6262","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-24",2021-05-24
"6263","District","East District-Hsinchu","No","No",4,"North",218054,"2021-05-25",2021-05-25
"6264","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-26",2021-05-26
"6265","District","East District-Hsinchu","No","No",1,"North",218054,"2021-05-27",2021-05-27
"6266","District","East District-Hsinchu","No","No",1,"North",218054,"2021-05-28",2021-05-28
"6267","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-29",2021-05-29
"6268","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-30",2021-05-30
"6269","District","East District-Hsinchu","No","No",0,"North",218054,"2021-05-31",2021-05-31
"6270","District","East District-Hsinchu","No","No",0,"North",218054,"2021-06-01",2021-06-01
"6271","District","East District-Hsinchu","No","No",1,"North",218054,"2021-06-02",2021-06-02
"6272","District","East District-Hsinchu","No","No",0,"North",218054,"2021-06-03",2021-06-03
"6273","District","East District-Hsinchu","No","No",0,"North",218054,"2021-06-04",2021-06-04
"6274","District","East District-Hsinchu","No","No",0,"North",218054,"2021-06-05",2021-06-05
"6275","District","East District-Hsinchu","No","No",0,"North",218054,"2021-06-06",2021-06-06
"6276","District","East District-Hsinchu","No","No",1,"North",218054,"2021-06-07",2021-06-07
"6277","District","East District-Hsinchu","No","No",0,"North",218054,"2021-06-08",2021-06-08
"6278","District","East District-Hsinchu","No","No",0,"North",218054,"2021-06-09",2021-06-09
"6279","District","East District-Hsinchu","No","No",1,"North",218054,"2021-06-10",2021-06-10
"6280","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-01",2021-01-01
"6281","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-02",2021-01-02
"6282","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-03",2021-01-03
"6283","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-04",2021-01-04
"6284","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-05",2021-01-05
"6285","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-06",2021-01-06
"6286","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-07",2021-01-07
"6287","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-08",2021-01-08
"6288","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-09",2021-01-09
"6289","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-10",2021-01-10
"6290","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-11",2021-01-11
"6291","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-12",2021-01-12
"6292","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-13",2021-01-13
"6293","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-14",2021-01-14
"6294","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-15",2021-01-15
"6295","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-16",2021-01-16
"6296","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-17",2021-01-17
"6297","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-18",2021-01-18
"6298","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-19",2021-01-19
"6299","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-20",2021-01-20
"6300","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-21",2021-01-21
"6301","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-22",2021-01-22
"6302","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-23",2021-01-23
"6303","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-24",2021-01-24
"6304","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-25",2021-01-25
"6305","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-26",2021-01-26
"6306","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-27",2021-01-27
"6307","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-28",2021-01-28
"6308","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-29",2021-01-29
"6309","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-30",2021-01-30
"6310","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-01-31",2021-01-31
"6311","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-01",2021-02-01
"6312","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-02",2021-02-02
"6313","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-03",2021-02-03
"6314","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-04",2021-02-04
"6315","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-05",2021-02-05
"6316","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-06",2021-02-06
"6317","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-07",2021-02-07
"6318","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-08",2021-02-08
"6319","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-09",2021-02-09
"6320","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-10",2021-02-10
"6321","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-11",2021-02-11
"6322","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-12",2021-02-12
"6323","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-13",2021-02-13
"6324","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-14",2021-02-14
"6325","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-15",2021-02-15
"6326","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-16",2021-02-16
"6327","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-17",2021-02-17
"6328","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-18",2021-02-18
"6329","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-19",2021-02-19
"6330","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-20",2021-02-20
"6331","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-21",2021-02-21
"6332","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-22",2021-02-22
"6333","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-23",2021-02-23
"6334","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-24",2021-02-24
"6335","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-25",2021-02-25
"6336","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-26",2021-02-26
"6337","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-27",2021-02-27
"6338","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-02-28",2021-02-28
"6339","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-01",2021-03-01
"6340","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-02",2021-03-02
"6341","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-03",2021-03-03
"6342","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-04",2021-03-04
"6343","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-05",2021-03-05
"6344","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-06",2021-03-06
"6345","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-07",2021-03-07
"6346","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-08",2021-03-08
"6347","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-09",2021-03-09
"6348","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-10",2021-03-10
"6349","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-11",2021-03-11
"6350","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-12",2021-03-12
"6351","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-13",2021-03-13
"6352","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-14",2021-03-14
"6353","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-15",2021-03-15
"6354","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-16",2021-03-16
"6355","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-17",2021-03-17
"6356","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-18",2021-03-18
"6357","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-19",2021-03-19
"6358","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-20",2021-03-20
"6359","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-21",2021-03-21
"6360","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-22",2021-03-22
"6361","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-23",2021-03-23
"6362","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-24",2021-03-24
"6363","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-25",2021-03-25
"6364","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-26",2021-03-26
"6365","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-27",2021-03-27
"6366","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-28",2021-03-28
"6367","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-29",2021-03-29
"6368","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-30",2021-03-30
"6369","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-03-31",2021-03-31
"6370","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-01",2021-04-01
"6371","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-02",2021-04-02
"6372","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-03",2021-04-03
"6373","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-04",2021-04-04
"6374","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-05",2021-04-05
"6375","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-06",2021-04-06
"6376","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-07",2021-04-07
"6377","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-08",2021-04-08
"6378","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-09",2021-04-09
"6379","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-10",2021-04-10
"6380","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-11",2021-04-11
"6381","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-12",2021-04-12
"6382","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-13",2021-04-13
"6383","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-14",2021-04-14
"6384","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-15",2021-04-15
"6385","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-16",2021-04-16
"6386","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-17",2021-04-17
"6387","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-18",2021-04-18
"6388","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-19",2021-04-19
"6389","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-20",2021-04-20
"6390","District","East District-Taichung  ","Yes","No",0,"Central",75900,"2021-04-21",2021-04-21
